   2.4557673e-02   1.6236515e-01   2.4557673e-02   1.6236515e-01
   2.3757730e-02   1.6146836e-01   2.4530804e-02   1.5042000e-01
   2.2148498e-02   1.5892205e-01   2.3685797e-02   1.2797909e-01
   2.0833509e-02   1.5525492e-01   2.2108995e-02   1.0801054e-01
   2.0203622e-02   1.5112797e-01   2.0465158e-02   9.3006053e-02
   2.0199742e-02   1.4700362e-01   1.9084553e-02   8.2075705e-02
   2.0653689e-02   1.4310860e-01   1.8028521e-02   7.4032346e-02
   2.1415149e-02   1.3952163e-01   1.7258790e-02   6.7987065e-02
   2.2374188e-02   1.3624991e-01   1.6716856e-02   6.3340101e-02
   2.3455118e-02   1.3327154e-01   1.6349613e-02   5.9692208e-02
   2.4606616e-02   1.3055573e-01   1.6114738e-02   5.6774144e-02
   2.5793903e-02   1.2807111e-01   1.5979945e-02   5.4400442e-02
   2.6993271e-02   1.2578910e-01   1.5920897e-02   5.2440446e-02
   2.8188529e-02   1.2368466e-01   1.5919247e-02   5.0800077e-02
   2.9368609e-02   1.2173629e-01   1.5961068e-02   4.9410239e-02
   3.0525989e-02   1.1992567e-01   1.6035691e-02   4.8219259e-02
   3.1655662e-02   1.1823709e-01   1.6134886e-02   4.7187856e-02
   3.2754384e-02   1.1665715e-01   1.6252235e-02   4.6285748e-02
   3.3820182e-02   1.1517434e-01   1.6382700e-02   4.5489285e-02
   3.4851991e-02   1.1377873e-01   1.6522296e-02   4.4779780e-02
   3.5849414e-02   1.1246167e-01   1.6667865e-02   4.4142321e-02
   3.6812528e-02   1.1121562e-01   1.6816884e-02   4.3564895e-02
   3.7741750e-02   1.1003398e-01   1.6967337e-02   4.3037745e-02
   3.8637739e-02   1.0891097e-01   1.7117610e-02   4.2552901e-02
   3.9501334e-02   1.0784144e-01   1.7266417e-02   4.2103788e-02
   4.0333476e-02   1.0682084e-01   1.7412729e-02   4.1684968e-02
   4.1135185e-02   1.0584513e-01   1.7555729e-02   4.1291915e-02
   4.1907529e-02   1.0491070e-01   1.7694777e-02   4.0920842e-02
   4.2651589e-02   1.0401431e-01   1.7829371e-02   4.0568568e-02
   4.3368455e-02   1.0315306e-01   1.7959129e-02   4.0232411e-02
   4.4059211e-02   1.0232433e-01   1.8083765e-02   3.9910109e-02
   4.4724913e-02   1.0152579e-01   1.8203072e-02   3.9599743e-02
   4.5366603e-02   1.0075526e-01   1.8316911e-02   3.9299672e-02
   4.5985285e-02   1.0001084e-01   1.8425192e-02   3.9008504e-02
   4.6581933e-02   9.9290779e-02   1.8527875e-02   3.8725057e-02
   4.7157490e-02   9.8593469e-02   1.8624959e-02   3.8448316e-02
   4.7712859e-02   9.7917460e-02   1.8716469e-02   3.8177408e-02
   4.8248906e-02   9.7261438e-02   1.8802456e-02   3.7911597e-02
   4.8766464e-02   9.6624171e-02   1.8882994e-02   3.7650237e-02
   4.9266324e-02   9.6004558e-02   1.8958169e-02   3.7392785e-02
   4.9749252e-02   9.5401576e-02   1.9028089e-02   3.7138776e-02
   5.0215972e-02   9.4814287e-02   1.9092864e-02   3.6887806e-02
   5.0667178e-02   9.4241831e-02   1.9152617e-02   3.6639534e-02
   5.1103524e-02   9.3683410e-02   1.9207473e-02   3.6393661e-02
   5.1525648e-02   9.3138292e-02   1.9257567e-02   3.6149943e-02
   5.1934146e-02   9.2605809e-02   1.9303034e-02   3.5908164e-02
   5.2329589e-02   9.2085313e-02   1.9344012e-02   3.5668140e-02
   5.2712523e-02   9.1576242e-02   1.9380638e-02   3.5429721e-02
   5.3083469e-02   9.1078046e-02   1.9413055e-02   3.5192775e-02
   5.3442920e-02   9.0590223e-02   1.9441399e-02   3.4957192e-02
